,형태소,품사,등장횟수,동일형태소
5077,분단,Noun,2,0
5078,위로,Noun,16,0
5079,그러는데,Adjective,2,0
5080,알았네요,Verb,3,0
5081,화평,Noun,8,0
5082,해내서,Verb,3,0
5083,빠진듯,Verb,1,0
5084,어울릴거,Verb,1,0
5085,같다고,Adjective,8,0
5086,춤추는거,Verb,4,0
5087,좋아하,Adjective,3,0
5088,심,Noun,25,0
5089,튀어나온,Verb,6,0
5090,나오고,Verb,27,0
5091,지니인줄,Verb,1,0
5092,필모,Noun,2,0
5093,시급합니다,Adjective,2,0
5094,강추임,Noun,1,0
5095,리기,Noun,10,0
5096,나오는데,Verb,16,0
5097,그거,Noun,14,0
5098,나가시,Noun,1,0
5099,많더라구요,Adjective,2,0
5100,되시면,Verb,2,0
5101,예뻤고,Adjective,17,0
5102,매네요,Verb,1,0
5103,재미있습니다,Adjective,42,0
5104,납니다,Verb,7,0
5105,시키는,Verb,12,0
5106,법,Noun,17,0
5107,부자,Noun,6,0
5108,st,Alpha,2,0
5109,흑형,Noun,2,0
5110,본거라,Verb,2,0
5111,하시면,Verb,3,0
5112,다가올거에요,Verb,1,0
5113,신기해요,Adjective,2,0
5114,순수함이,Adjective,3,0
5115,느껴지는게,Verb,1,0
5116,느껴졌어요,Verb,4,0
5117,조용하게,Adjective,1,0
5118,보시는걸,Verb,4,0
5119,㉮,Foreign,3,0
5120,전형,Noun,14,0
5121,얌전한,Adjective,1,0
5122,깊었어요,Adjective,9,0
5123,춤신,Verb,2,0
5124,댄싱,Noun,2,0
5125,머신,Noun,2,0
5126,돌아온,Verb,5,0
5127,강해진,Noun,2,0
5128,즐겁다,Adjective,30,0
5129,강한,Adjective,11,0
5130,각성,Noun,15,0
5131,무너지지,Verb,1,0
5132,줬고,Verb,1,0
5133,남주랑,Verb,6,0
5134,놀랐다,Verb,6,0
5135,훨,Noun,25,0
5136,한수였다,Verb,8,0
5137,에바,Noun,1,0
5138,이긴,Verb,10,0
5139,등장씬,Noun,10,0
5140,엥,Exclamation,8,0
5141,아니었냐,Adjective,1,0
5142,흥이나고,Verb,4,0
5143,굿굿굿굿,Noun,4,0
5144,모처럼,Noun,12,0
5145,잼나죠,Verb,1,0
5146,살림,Noun,11,1
5147,보자마자,Verb,11,0
5148,확,Noun,23,0
5149,끝내주게,Adjective,2,0
5150,스러웠지만,Adjective,1,0
5151,녹,Noun,2,0
5152,되는듯,Verb,2,0
5153,아라비아,Noun,15,0
5154,유럽인,Noun,1,0
5155,옥,Noun,10,0
5156,마치,Noun,31,0
5157,연상,Noun,5,0
5158,캐햇,Noun,1,0
5159,왕국,Noun,15,0
5160,부러운,Adjective,2,0
5161,도둑,Noun,13,0
5162,놈,Noun,21,0
5163,넘은것,Verb,1,0
5164,미쳤군,Adjective,1,0
5165,모로,Noun,8,0
5166,불편함이,Adjective,1,0
5167,보이지,Noun,6,0
5168,기억남,Verb,3,0
5169,흑인,Noun,8,0
5170,따라가는가,Verb,1,0
5171,나오기,Verb,15,0
5172,이러고,Verb,4,0
5173,변함,Adjective,3,0
5174,화려했고,Adjective,4,0
5175,컸음,Verb,1,0
5176,커졌네요,Verb,1,0
5177,이입,Noun,6,0
5178,이었지만,Verb,13,0
5179,투머,Noun,1,0
5180,치한,Noun,1,0
5181,8,Number,75,0
5182,울었냐,Verb,1,0
5183,늙었긴,Verb,1,0
5184,했나보다,Verb,2,0
5185,깎아,Verb,5,0
5186,내리려는,Verb,1,0
5187,아니지만,Adjective,25,0
5188,충분하,Adjective,1,0
5189,먹고가는,Verb,1,0
5190,죽이고요,Verb,1,0
5191,미ㅤㅊㅕㅅ습니,Noun,1,0
5192,아쉽고,Adjective,13,0
5193,악역,Noun,53,0
5194,지리,Noun,8,0
5195,보구,Noun,15,1
5196,솔,Noun,2,0
5197,까는,Verb,4,0
5198,주절주절,Adverb,1,0
5199,불안했던,Adjective,2,0
5200,강요,Noun,4,0
5201,받던,Verb,4,0
5202,깊었다,Adjective,8,0
5203,됐다니,Verb,1,0
5204,생각나면서,Verb,10,0
5205,설레고,Adjective,15,0
5206,ㅠㅠㅜ,KoreanParticle,13,0
5207,알리바바,Noun,7,0
5208,40,Number,26,0
5209,인의,Noun,1,0
5210,도적,Noun,2,0
5211,행렬,Noun,3,0
5212,구애,Noun,2,0
5213,나타났을,Verb,1,0
5214,무아,Noun,1,0
5215,지경,Noun,6,0
5216,타이틀,Noun,3,0
5217,재상,Noun,3,0
5218,제외,Noun,17,0
5219,귀엽구,Adjective,4,0
5220,예,Modifier,25,1
5221,상치,Noun,8,0
5222,맡으신,Verb,9,0
5223,뿜었ㅤㄷㅏㅋ,Noun,1,0
5224,무릎,Noun,5,0
5225,탁,Noun,1,0
5226,뽑아내지,Verb,1,0
5227,넘쳐,Adjective,5,0
5228,벌임,Verb,6,0
5229,끝나고도,Verb,12,0
5230,남더라,Verb,2,0
5231,신났던,Adjective,4,0
5232,흥겨웠고,Adjective,3,0
5233,보려가려고요,Verb,1,0
5234,있었다는,Adjective,4,0
5235,싶던,Verb,2,0
5236,말이었거든요,Verb,1,0
5237,울렸음,Verb,1,0
5238,반하고,Adjective,20,0
5239,에스티,Noun,32,0
5240,해주신거,Verb,1,0
5241,법도,Noun,3,0
5242,끝날까봐,Verb,1,0
5243,조마조마했어요,Adjective,1,0
5244,내,Modifier,3,1
5245,조아,Adverb,11,0
5246,ㅤㄱㅗㅋ,Noun,3,0
5247,25,Number,216,0
5248,벅차올라,Adjective,3,0
5249,흘렸네요,Verb,2,0
5250,ㅠㅜㅜㅠ,KoreanParticle,4,0
5251,어벙져스,Noun,1,0
5252,잼나네,Verb,1,0
5253,9.5,Number,5,0
5254,안되네요,Adjective,4,0
5255,10.6,Number,6,0
5256,제이든,Noun,1,0
5257,권유,Noun,2,0
5258,했다는데,Verb,3,0
5259,잡혀,Verb,3,0
5260,부르면서,Verb,5,0
5261,소름끼쳤다,Verb,1,0
5262,있었당,Adjective,1,0
5263,메이커,Noun,1,0
5264,저런,Noun,13,1
5265,TV,Alpha,14,0
5266,생기나요,Verb,1,0
5267,보고싶은데,Verb,10,0
5268,어디,Noun,27,0
5269,여인,Noun,1,0
5270,없나,Adjective,2,0
5271,힝,Noun,5,0
5272,우울하고,Adjective,3,0
5273,볼것이다,Verb,2,0
5274,미와,Adjective,1,0
5275,흡입,Noun,6,0
5276,뭉클한,Adjective,6,0
5277,유치할거라고,Adjective,1,0
5278,좋아해요,Adjective,22,0
5279,무재,Noun,40,0
5280,느껴지는,Verb,13,0
5281,다양한,Adjective,7,0
5282,알차게,Adjective,6,0
5283,들어있어,Verb,1,0
5284,투영,Noun,1,0
5285,된것,Verb,8,0
5286,나왔네요,Verb,21,0
5287,재밌어여,Adjective,12,0
5288,해여,Verb,10,0
5289,완,Noun,2,0
5290,벽,Noun,9,0
5291,됐고,Verb,7,0
5292,볼수,Verb,49,0
5293,성적,Noun,2,0
5294,불편한게,Adjective,1,0
5295,많았는데,Adjective,7,0
5296,않으면서,Verb,4,0
5297,맡으,Verb,3,0
5298,만족했습니다,Adjective,2,0
5299,어울려져서,Verb,1,0
5300,절대로,Noun,5,0
5301,아닐까,Adjective,25,0
5302,결정,Noun,4,0
5303,체다,Noun,1,0
5304,여윽시,Noun,4,0
5305,ㅤㄷㅙㅅ을때,Noun,1,0
5306,재간둥이,Noun,5,0
5307,기질,Noun,1,0
5308,맘껏,Noun,2,0
5309,느끼고,Verb,15,0
5310,여즌,Noun,1,0
5311,빠지지,Verb,29,0
5312,노란,Adjective,1,0
5313,테입,Noun,2,0
5314,색다름,Adjective,2,0
5315,겠다,Verb,5,0
5316,고함,Noun,7,0
5317,잼나요,Verb,48,0
5318,춤ㅤㅊㅝㅅ어,Noun,1,0
5319,개그맨,Noun,4,0
5320,만든다고,Verb,2,0
5321,쓸모없는,Adjective,1,0
5322,뒤집어,Verb,1,0
5323,버리네,Verb,4,0
5324,무,Noun,65,0
5325,만들줄은,Verb,1,0
5326,몰랐네,Verb,2,0
5327,제밌다,Noun,1,0
5328,나쁠,Adjective,1,0
5329,미친것,Adjective,1,0
5330,본다는,Verb,6,0
5331,없나요,Adjective,3,0
5332,보았어요,Verb,40,0
5333,잼있는,Verb,5,0
5334,소옹,Noun,1,0
5335,오어,Noun,2,0
5336,겹,Noun,11,0
5337,보였고,Verb,3,0
5338,변한,Adjective,5,0
5339,걸까,Verb,11,0
5340,해보였는데,Verb,3,0
5341,외치는,Verb,2,0
5342,안쓰러운,Adjective,1,0
5343,생명체,Noun,1,0
5344,보였다,Verb,4,0
5345,되니,Verb,8,0
5346,다가온,Verb,2,0
5347,종영,Noun,1,0
5348,연인,Noun,33,0
5349,지기,Noun,2,0
5350,뭉클했습니다,Adjective,2,0
5351,난생처음,Noun,2,0
5352,않던,Verb,6,0
5353,요새,Noun,11,0
5354,알겠다,Verb,7,0
5355,그,Modifier,6,1
5356,좋아하실,Adjective,1,0
5357,드렸는데,Verb,2,0
5358,좋아하셔서,Adjective,3,0
5359,후유증,Noun,6,0
5360,볼꺼에요,Verb,8,0
5361,심벌즈,Noun,1,0
5362,드럼,Noun,2,0
5363,만들,Verb,10,0
5364,갖고싶고,Verb,1,0
5365,몰름,Verb,1,0
5366,넘의,Verb,1,0
5367,돌파,Noun,5,0
5368,기념,Noun,1,0
5369,잘생기고,Adjective,23,0
5370,조졌어야,Adjective,1,0
5371,갔었는데,Verb,1,0
5372,있는데도,Adjective,1,0
5373,느낌이였습니다,Verb,3,0
5374,가봤던,Verb,3,0
5375,가다있지,Verb,1,0
5376,재미있다고,Adjective,19,0
5377,레알,Noun,22,0
5378,버렸습니다,Verb,5,0
5379,예이예,Noun,1,0
5380,만들어졌어요,Verb,2,0
5381,가야,Noun,20,0
5382,고라구여,Verb,1,0
5383,재밌아용,Adjective,1,0
5384,혹은,Adverb,8,0
5385,담았네요,Verb,1,0
5386,줄거웠던,Noun,1,0
5387,한바탕,Noun,4,0
5388,웃고나니,Verb,1,0
5389,좋아졌어요,Verb,2,0
5390,익살스럽고,Adjective,2,0
5391,싶어용,Verb,2,0
5392,좋다요,Adjective,1,0
5393,할께요,Verb,2,0
5394,보셨다면,Verb,2,0
5395,없을만큼,Adjective,7,0
5396,어메이징,Noun,6,0
5397,하였다,Verb,2,0
5398,이루말,Verb,3,0
5399,최예,Noun,1,0
5400,간,Suffix,21,1
5401,노답,Noun,2,0
5402,노망,Noun,1,0
5403,났나,Verb,1,0
5404,미국,Noun,24,0
5405,국력,Noun,1,0
5406,전세계,Noun,5,0
5407,상대로,Noun,1,0
5408,승리,Noun,8,0
5409,하였는지,Verb,1,0
5410,대중,Noun,10,0
5411,궁금해,Adjective,1,0
5412,할까,Verb,13,0
5413,자국,Noun,2,0
5414,타국,Noun,1,0
5415,이미지,Noun,16,0
5416,메이킹,Noun,2,0
5417,버릴수,Verb,2,0
5418,미친나라,Adjective,1,0
5419,이나라,Noun,1,0
5420,더주고싶을,Adjective,1,0
5421,스러우면서도,Adjective,2,0
5422,슬프고,Adjective,6,0
5423,빌려서,Verb,1,0
5424,되어서도,Verb,4,0
5425,통해,Noun,14,0
5426,빡쳐서,Adjective,5,0
5427,폰,Noun,3,0
5428,보는거랑,Verb,4,0
5429,다르더라,Adjective,1,0
5430,뛴,Verb,4,0
5431,끝나는,Verb,11,0
5432,혼미할,Adjective,1,0
5433,엄청난,Adjective,29,0
5434,연애,Noun,3,0
5435,세포,Noun,1,0
5436,깨워주는,Verb,5,0
5437,필요없죠,Adjective,2,0
5438,기대도,Verb,15,0
5439,보길잘,Verb,14,0
5440,했단,Verb,4,0
5441,쩔,Noun,2,0
5442,나더군요,Verb,1,0
5443,중딩,Noun,7,0
5444,따요,Verb,1,0
5445,7,Number,95,0
5446,보는것처럼,Verb,2,0
5447,짓고,Verb,2,0
5448,있으면,Adjective,12,0
5449,우울해,Adjective,1,0
5450,지느,Verb,1,0
5451,춤추게,Verb,5,0
5452,해주시,Noun,1,0
5453,해줬음,Verb,1,0
5454,가성,Noun,3,0
5455,비충,Noun,1,0
5456,포함,Noun,6,0
5457,만들줄,Verb,2,0
5458,격차,Noun,1,0
5459,벌어진,Verb,1,0
5460,우울해진다,Adjective,1,0
5461,ㅎㅜㅜ,KoreanParticle,1,0
5462,까먹구,Verb,1,0
5463,되었네요,Verb,9,0
5464,페뷸러스히,Noun,15,0
5465,짬,Noun,2,0
5466,정,Noun,14,0
5467,차이,Noun,15,0
5468,담아내,Verb,1,0
5469,놀라,Verb,2,0
5470,금치,Noun,1,0
5471,부와,Noun,8,0
5472,이어지는,Verb,1,0
5473,생긴,Verb,12,0
5474,같았고,Adjective,7,0
5475,dd,Alpha,1,0
5476,뮤직,Noun,15,0
5477,목록,Noun,3,0
5478,저희,Modifier,6,1
5479,10년,Number,9,0
5480,라며,Noun,3,0
5481,가셨습니다,Verb,2,0
5482,원해요,Adjective,1,0
5483,눈물나요,Verb,4,0
5484,긴말안,Verb,1,0
5485,할게요,Verb,6,0
5486,인어공주,Noun,13,0
5487,동화책,Noun,37,0
5488,등등,Noun,20,0
5489,반지,Noun,4,0
5490,제왕,Noun,1,0
5491,이끌려,Verb,1,0
5492,보고옴여,Verb,1,0
5493,아브바브,Noun,1,0
5494,행진,Noun,6,0
5495,리듬탈,Verb,1,0
5496,아니었고,Adjective,3,0
5497,돋을만큼,Verb,4,0
5498,오백,Noun,1,0
5499,아리,Noun,5,0
5500,갔는지,Verb,5,0
5501,알았지만,Verb,6,0
5502,유쾌하며,Adjective,1,0
5503,제작사,Noun,1,0
5504,거부,Noun,7,0
5505,재밌나,Adjective,4,0
5506,졸고,Verb,2,0
5507,조카,Noun,13,0
5508,적당한,Adjective,14,0
5509,바닥,Noun,1,0
5510,카페트,Noun,5,0
5511,해줄,Verb,3,0
5512,같더라니,Adjective,2,0
5513,나답,Noun,2,0
5514,떳떳하게,Adjective,1,0
5515,살아갈,Verb,2,0
5516,졸라,Noun,12,0
5517,십덕,Noun,1,0
5518,하다니,Verb,16,0
5519,윌스,Noun,1,0
5520,니스,Noun,3,0
5521,완벽할,Adjective,3,0
5522,받았네요,Verb,6,0
5523,보고싶어서,Verb,15,0
5524,넘어서서,Verb,2,0
5525,버릴,Verb,5,0
5526,근처,Noun,3,0
5527,있었으면,Adjective,13,0
5528,쓰는지,Verb,1,0
5529,인지,Noun,18,1
5530,잔인한,Adjective,3,0
5531,업되,Verb,1,0
5532,인자,Noun,2,0
5533,생겼는데,Verb,1,0
5534,소개,Noun,9,0
5535,진실할,Adjective,2,0
5536,비로소,Noun,1,0
5537,얻는,Verb,3,0
5538,만든듯,Verb,16,0
5539,버튼,Noun,3,0
5540,존멋,Noun,22,0
5541,ㅤㅎㅛㅇ,Noun,1,0
5542,행복해졌습니다,Adjective,1,0
5543,생생하고,Adjective,2,0
5544,아름답더라,Adjective,1,0
5545,잼잼,Noun,8,0
5546,결혼,Noun,26,0
5547,송혜교,Noun,1,0
5548,귀요미,Noun,8,0
5549,꼭보세욘,Noun,1,0
5550,가고,Verb,33,0
5551,알라알라,Noun,3,0
5552,신비,Noun,23,0
5553,재미있어,Adjective,23,0
5554,이었어서,Verb,1,0
5555,듣고있을,Verb,1,0
5556,껴안을,Verb,1,0
5557,났을까,Verb,1,0
5558,힙함,Noun,7,0
5559,재치,Noun,17,0
5560,지내던,Verb,1,0
5561,깨어난,Verb,1,0
5562,번만,Noun,9,0
5563,ㅤㅂㅘㅅ으,Noun,1,0
5564,쩔어용,Verb,1,0
5565,쌈박함,Adjective,1,0
5566,넷플릭스,Noun,3,0
5567,기다리지,Verb,1,0
5568,원주고,Noun,4,0
5569,만원,Noun,13,0
5570,줌,Noun,22,1
5571,봤었던,Verb,7,0
5572,즐거웠다,Adjective,42,0
5573,돌아간듯,Verb,28,0
5574,충실하면서,Adjective,3,0
5575,살린,Verb,38,0
5576,가능성,Noun,2,0
5577,보여준,Verb,20,0
5578,몰,Verb,5,0
5579,임감,Noun,1,0
5580,이슬람,Noun,3,0
5581,봤는데요,Verb,12,0
5582,하는줄,Verb,2,0
5583,이제야,Noun,24,0
5584,달았네요,Verb,1,0
5585,들어옴,Verb,3,0
5586,갓라딘,Noun,6,0
5587,도덕,Noun,2,0
5588,책,Noun,20,0
5589,어울림,Verb,17,1
5590,아쉬웠는데,Adjective,6,0
5591,매고,Verb,1,0
5592,돋게,Verb,12,0
5593,깨알,Noun,7,0
5594,없어야,Adjective,1,0
5595,스며들었음,Verb,1,0
5596,였지만,Verb,18,0
5597,더해지고,Adjective,1,0
5598,식구,Noun,4,0
5599,보러가자,Verb,2,0
5600,했더니,Verb,8,0
5601,유치하게,Adjective,4,0
5602,보러가냐,Verb,1,0
5603,나서는,Verb,4,0
5604,이런저런,Modifier,2,0
5605,오가며,Verb,1,0
5606,보냈네요,Verb,2,0
5607,호불호,Noun,15,0
5608,갈리냐,Verb,1,0
5609,잼구만,Verb,1,0
5610,your,Alpha,7,0
5611,만나는,Verb,3,0
5612,궁궐,Noun,3,0
5613,꼽겠어,Noun,1,0
5614,영어권,Noun,1,0
5615,싫어서,Adjective,3,0
5616,아까워요,Adjective,3,0
5617,재밌네여,Adjective,7,0
5618,미쳤어요,Adjective,17,0
5619,정교합니다,Adjective,1,0
5620,뛰어넘었어요,Verb,4,0
5621,않았는데도,Verb,1,0
5622,찾겠어서,Verb,1,0
5623,힘들었어요,Adjective,5,0
5624,1분,Number,6,0
5625,보이길,Verb,1,0
5626,가다,Verb,2,0
5627,홍보,Noun,1,0
5628,풋풋했는데,Adjective,1,0
5629,일찍,Noun,10,0
5630,만나고,Verb,4,0
5631,변해서,Adjective,1,0
5632,올리기에,Verb,1,0
5633,몫,Noun,9,0
5634,보긴,Verb,19,0
5635,괜찮았던건,Adjective,1,0
5636,날,Verb,2,1
5637,괜찮,Adjective,6,0
5638,그치만,Verb,9,0
5639,어리고,Verb,1,0
5640,같지가,Adjective,1,0
5641,백만배,Noun,1,0
5642,탁월했고,Adjective,1,0
5643,냈는데,Verb,1,0
5644,차별,Noun,7,0
5645,일하게,Verb,2,0
5646,나오니,Noun,9,0
5647,재미있었던것,Adjective,2,0
5648,퀼,Noun,1,0
5649,둘째,Noun,6,1
5650,부랑,Noun,1,0
5651,귀여운거,Adjective,3,0
5652,날라,Verb,11,0
5653,댕기,Noun,2,0
5654,달이,Noun,8,0
5655,빛나게,Verb,1,0
5656,끝나고나니,Verb,3,0
5657,가보고싶다,Verb,1,0
5658,궁금해져서,Adjective,1,0
5659,팍,Noun,1,0
5660,뿌리치면서,Verb,1,0
5661,노,Noun,7,0
5662,부르데,Verb,1,0
5663,유치하다는,Adjective,3,0
5664,바뀐게,Verb,1,0
5665,바꾸었을,Verb,1,0
5666,바탕,Noun,5,0
5667,유치하고,Adjective,45,0
5668,뻔한건,Adjective,2,0
5669,어쩔,Modifier,24,1
5670,없는건데,Adjective,2,0
5671,멋있음,Adjective,15,0
5672,나오자,Verb,3,0
5673,마자,Noun,6,0
5674,보고싶었던,Verb,5,0
5675,장담,Noun,5,0
5676,분노하며,Adjective,3,0
5677,전달,Noun,17,0
5678,막둥이,Noun,4,0
5679,다녀왔는데,Verb,3,0
5680,봐두,Verb,3,0
5681,잇고,Verb,10,0
5682,가고싶어,Verb,1,0
5683,거려,Noun,3,0
5684,그냥,Modifier,45,1
5685,함보,Noun,2,0
5686,고침,Verb,1,0
5687,섹시,Noun,2,0
5688,ㅤㅎㅐㅋ,Noun,1,0
5689,재밌었어용,Adjective,8,0
5690,돈절,Noun,1,0
5691,돼요,Verb,9,0
5692,재밌지만,Adjective,4,0
5693,미쳐요,Adjective,2,0
5694,틀어막고,Verb,2,0
5695,일전,Noun,2,0
5696,나오질,Verb,4,0
5697,하고있어요,Verb,1,0
5698,황홀해지고,Adjective,1,0
5699,행복하네요,Adjective,4,0
5700,안질려요,Verb,2,0
5701,재미있구요,Adjective,3,0
5702,이렇게나,Adjective,9,0
5703,만들었나,Verb,2,0
5704,싶었다,Verb,8,0
5705,터졌습니다,Verb,2,0
5706,보잖아요,Verb,1,0
5707,님,Noun,4,1
5708,호구,Noun,1,0
5709,보러가는,Verb,2,0
5710,분이라면,Verb,4,0
5711,바랍니다,Verb,16,0
5712,좋아여,Adjective,11,0
5713,장애,Noun,2,0
5714,맞죠,Verb,1,0
5715,반대,Noun,5,0
5716,예술가,Noun,1,0
5717,기레기,Noun,2,0
5718,재미없게,Adjective,4,0
5719,살어,Verb,1,0
5720,들어도,Verb,23,0
5721,눈물난다,Verb,4,0
5722,외국,Noun,12,0
5723,안졸은,Adjective,1,0
5724,태어났을,Verb,1,0
5725,태어났음,Verb,1,0
5726,배겨,Noun,1,0
5727,보겠지만,Verb,1,0
5728,클릭,Noun,1,0
5729,담달,Noun,1,0
5730,비행기,Noun,1,0
5731,예약,Noun,10,0
5732,엘리베이터,Noun,1,0
5733,하니까,Verb,3,0
5734,아줌마,Noun,9,0
5735,오이,Noun,1,0
5736,맞네,Verb,2,0
5737,쿵짝쿵짝,Adverb,3,0
5738,신조,Noun,1,0
5739,깬,Verb,4,0
5740,하게하는,Verb,2,0
5741,떼겠다,Verb,1,0
5742,갈릴듯,Verb,2,0
5743,재밌었는데,Adjective,11,0
5744,억지스럽다,Adjective,3,0
5745,묻고나서,Verb,1,0
5746,이상해지네,Adjective,1,0
5747,재미있는것,Adjective,2,0
5748,같어,Adjective,1,0
5749,엉,Exclamation,49,1
5750,진부하기,Adjective,1,0
5751,짝,Noun,9,0
5752,유치,Noun,19,0
5753,뽕짝,Noun,5,0
5754,빼곤,Verb,31,0
5755,건질게,Verb,1,0
5756,멋있었어요,Adjective,14,0
5757,나대지,Verb,1,0
5758,좀마,Adjective,1,0
5759,지가,Verb,3,0
5760,안다고,Verb,1,0
5761,깝쭉,Noun,1,0
5762,살아이도,Verb,3,0
5763,신선했고,Adjective,3,0
5764,할수있지,Verb,2,0
5765,보는듯,Verb,46,0
5766,올만에,Verb,11,0
5767,찾아서,Verb,11,0
5768,메세지,Noun,22,0
5769,진지한,Adjective,3,0
5770,하였습니다,Verb,7,0
5771,여의,Foreign,1,0
5772,압축,Noun,1,0
5773,메인,Noun,12,0
5774,하였으면,Verb,1,0
5775,하나로,Noun,16,0
5776,흠잡을데가,Adjective,4,0
5777,그럼에도,Adjective,6,0
5778,제로,Noun,4,0
5779,ㅤㅈㅝㅅ내,Noun,1,0
5780,내내,Foreign,6,1
5781,ㅤㅂㅘㅅ,Noun,33,0
5782,기억나면서,Verb,1,0
5783,들었단,Verb,1,0
5784,들면서,Verb,4,0
5785,내게도,Verb,3,0
5786,아름다웠습니다,Adjective,10,0
5787,대인,Noun,5,0
5788,좋았던듯,Adjective,2,0
5789,똥마려,Noun,1,0
5790,운것도,Verb,1,0
5791,잊게하는,Verb,1,0
5792,변의,Noun,1,0
5793,날아간,Verb,1,0
5794,돋았네요,Verb,5,0
5795,많,Adjective,2,1
5796,없어다면,Adjective,1,0
5797,오랜,Adverb,5,1
5798,그러나,Conjunction,35,0
5799,윌형,Noun,12,0
5800,하길,Verb,4,0
5801,같은줄,Adjective,1,0
5802,부담,Noun,18,0
5803,갠,Noun,29,0
5804,갈리네요,Verb,1,0
5805,편파,Noun,2,0
5806,입담,Noun,2,0
5807,돋보였어요,Verb,2,0
5808,막힌,Verb,1,0
5809,어설픈데,Adjective,1,0
5810,됐던,Verb,1,0
5811,자시,Noun,1,0
5812,볼려고요,Verb,3,0
5813,놀랍도록,Verb,1,0
5814,혁신,Noun,1,0
5815,엿볼,Verb,1,0
5816,좋아합니다,Adjective,9,0
5817,흐르는,Verb,3,0
5818,많았습니다,Adjective,5,0
5819,덜,Noun,15,0
5820,부르노,Verb,1,0
5821,마스,Noun,2,0
5822,했어도,Verb,4,0
5823,멋있었을,Adjective,1,0
5824,갖췄으니,Verb,1,0
5825,빌어,Noun,4,0
5826,해보는,Verb,5,0
5827,만들었네,Verb,8,0
5828,가이리,Verb,1,0
5829,치였다,Verb,3,0
5830,ㅤㄴㅣㅋ,Noun,1,0
5831,ㅍ,KoreanParticle,3,0
5832,성한,Adjective,14,0
5833,빠른,Adjective,9,0
5834,수작,Noun,20,0
5835,압권,Noun,22,0
5836,취해,Noun,3,0
5837,그것,Noun,34,0
5838,회보,Noun,1,0
5839,역은,Adjective,16,0
5840,더했습니다,Adjective,2,0
5841,오래오래,Noun,3,0
5842,유쾌함과,Adjective,4,0
5843,동,Modifier,32,0
5844,심의,Noun,10,0
5845,향,Noun,12,0
5846,맴돔,Noun,4,0
5847,갔기에,Verb,1,0
5848,대치,Noun,12,0
5849,이었는데도,Verb,2,0
5850,만들었다라는,Verb,2,0
5851,들었음,Verb,10,0
5852,하려면,Verb,4,0
5853,하라,Noun,5,0
5854,한몫,Noun,15,0
5855,스물,Noun,4,0
5856,살아나는,Verb,8,0
5857,삽입곡,Noun,3,0
5858,다르다,Adjective,10,0
5859,높았나,Adjective,2,0
5860,바다,Noun,5,0
5861,나서부턴,Verb,1,0
5862,지루,Noun,21,0
5863,흥때메,Noun,1,0
5864,썼습니다,Verb,3,0
5865,받으면서,Verb,2,0
5866,늘려,Verb,3,0
5867,좋았었을텐데,Adjective,1,0
5868,아쉽네요,Adjective,26,0
5869,흥얼거리네요,Verb,3,0
5870,율도,Noun,8,0
5871,반한,Noun,5,0
5872,인,Noun,34,1
5873,다소,Noun,41,0
5874,아쉬웠,Adjective,3,0
5875,재밌긴한데,Adjective,7,0
5876,유치하,Adjective,1,0
5877,목욕탕,Noun,1,0
5878,들렸다,Verb,1,0
5879,떠올랐다,Verb,3,0
5880,소중한,Adjective,9,0
5881,젖어서,Verb,1,0
5882,있었네요,Adjective,8,0
5883,많습니다,Adjective,3,0
5884,쓸,Verb,11,0
5885,훈훈한,Adjective,4,0
5886,마무리,Noun,17,0
5887,I,Alpha,19,0
5888,won,Alpha,4,0
5889,t,Alpha,18,0
5890,be,Alpha,5,0
5891,silenced,Alpha,3,0
5892,가네요,Verb,9,0
5893,좋아하지,Adjective,10,0
5894,돌아갈수,Verb,3,0
5895,더위,Noun,3,0
5896,잊혀질만,Verb,1,0
5897,시원하고,Adjective,5,0
5898,찡했어요,Adjective,1,0
5899,아니라서,Adjective,8,0
5900,모르겠는데,Verb,7,0
5901,보고와서,Verb,5,0
5902,그러더라고요,Adjective,1,0
5903,듣는데,Verb,9,0
5904,돋았다고,Verb,1,0
5905,다르지,Adjective,2,0
5906,않다고,Verb,3,0
5907,하던데,Verb,5,0
5908,행복함을,Adjective,5,0
5909,잘불러,Verb,4,0
5910,한단,Verb,1,0
5911,없지만,Adjective,19,0
5912,반짝이는,Verb,1,0
5913,용기있는,Verb,3,0
5914,순수하게,Adjective,5,0
5915,할수있는,Verb,4,0
5916,그럴,Adjective,5,0
5917,할말,Verb,4,0
5918,형님,Noun,20,0
5919,MIB,Alpha,2,0
5920,돌,Noun,5,0
5921,와주세요,Verb,3,0
5922,만든거,Verb,10,0
5923,믿는,Verb,1,0
5924,아니였으면,Adjective,2,0
5925,재미없었을꺼,Adjective,1,0
5926,색채,Noun,19,0
5927,따듯,Verb,3,0
5928,드네,Noun,10,0
5929,롬,Noun,2,0
5930,장점,Noun,12,0
5931,취했으,Noun,1,0
5932,할수밖에,Verb,2,0
5933,동촤,Noun,1,0
5934,흘러가는,Verb,1,0
5935,쏵,Noun,1,0
5936,풀렸어요,Verb,1,0
5937,클럽,Noun,1,0
5938,온줄,Verb,3,0
5939,알았네,Verb,3,0
5940,지렸다,Verb,14,0
5941,간줄,Verb,1,0
5942,신호탄,Noun,1,0
5943,올렸다,Verb,1,0
5944,TOP,Alpha,13,0
5945,든다,Verb,16,0
5946,늦게,Verb,20,0
5947,강약,Noun,3,0
5948,조절,Noun,8,0
5949,춤추고,Verb,36,0
